-1.2425,       0
-1.2299,       0
-1.2173,       0
-1.2047,       0
-1.1921,       0
-1.1795,       0
-1.1669,       0
-1.1543,       0
-1.1417,       0
-1.1291,       0
-1.1165,       0
-1.1039,       0
-1.0914,       0
-1.0788,       0
-1.0662,       0
-1.0536,       0
-1.0410,       0
-1.0284,       0
-1.0158,       0
-1.0032,       0
-0.9906,       0
-0.9780,       0
-0.9654,       0
-0.9528,       0
-0.9402,       0
-0.9276,       0
-0.9150,       0
-0.9024,       0
-0.8898,       0
-0.8772,       0
-0.8646,       0
-0.8520,       0
-0.8394,       0
-0.8269,       0
-0.8143,       0
-0.8017,       0
-0.7891,       0
-0.7765,       0
-0.7639,       0
-0.7513,       0
-0.7387,       0
-0.7261,       0
-0.7135,       0
-0.7009,       0
-0.6883,       0
-0.6757,       0
-0.6631,       0
-0.6505,       0
-0.6379,       0
-0.6253,       0
-0.6127,       0
-0.6001,       0
-0.5875,       0
-0.5749,       0
-0.5624,       0
-0.5498,       0
-0.5372,       0
-0.5246,       0
-0.5120,       0
-0.4994,       0
-0.4868,       0
-0.4742,       0
-0.4616,       0
-0.4490,       0
-0.4364,       0
-0.4238,       0
-0.4112,       0
-0.3986,       0
-0.3860,       0
-0.3734,       0
-0.3608,       0
-0.3482,       0
-0.3356,       0
-0.3230,       0
-0.3104,       0
-0.2979,       0
-0.2853,       0
-0.2727,       0
-0.2601,       0
-0.2475,       0
-0.2349,       0
-0.2223,       0
-0.2097,       0
-0.1971,       0
-0.1845,       0
-0.1719,       0
-0.1593,       3
-0.1467,       3
-0.1341,      21
-0.1215,      50
-0.1089,      94
-0.0963,     272
-0.0837,     466
-0.0711,     760
-0.0585,    1049
-0.0459,    1354
-0.0334,    1438
-0.0208,    1405
-0.0082,    1114
 0.0044,     780
 0.0170,     504
 0.0296,     278
 0.0422,     140
 0.0548,      63
 0.0674,      20
 0.0800,       3
 0.0926,       1
 0.1052,       1
 0.1178,       1
 0.1304,       0
 0.1430,       0
 0.1556,       0
 0.1682,       0
 0.1808,       0
 0.1934,       0
 0.2060,       0
 0.2186,       0
 0.2312,       0
 0.2437,       0
 0.2563,       0
 0.2689,       0
 0.2815,       0
 0.2941,       0
 0.3067,       0
 0.3193,       1
 0.3319,       4
 0.3445,       3
 0.3571,      14
 0.3697,      11
 0.3823,       3
 0.3949,       2
 0.4075,       8
 0.4201,       5
 0.4327,       4
 0.4453,       4
 0.4579,       5
 0.4705,       8
 0.4831,       5
 0.4957,       5
 0.5082,       6
 0.5208,       4
 0.5334,       4
 0.5460,       3
 0.5586,       4
 0.5712,       6
 0.5838,       8
 0.5964,       3
 0.6090,       9
 0.6216,       5
 0.6342,       4
 0.6468,       2
 0.6594,       4
 0.6720,       6
 0.6846,       6
 0.6972,       4
 0.7098,       2
 0.7224,       8
 0.7350,       4
 0.7476,       4
 0.7602,       2
 0.7727,      10
 0.7853,       5
 0.7979,       3
 0.8105,       3
 0.8231,       1
 0.8357,       5
 0.8483,       2
 0.8609,       2
 0.8735,       4
 0.8861,       1
 0.8987,       3
 0.9113,       3
 0.9239,       2
 0.9365,       5
 0.9491,       4
 0.9617,       4
 0.9743,       5
 0.9869,       4
 0.9995,       6
 1.0121,       3
 1.0247,       7
 1.0372,       9
 1.0498,       5
 1.0624,       6
 1.0750,       3
 1.0876,       8
 1.1002,       3
 1.1128,       3
 1.1254,       1
 1.1380,       2
 1.1506,       6
 1.1632,       4
 1.1758,       6
 1.1884,       2
 1.2010,       2
 1.2136,       1
 1.2262,       3
 1.2388,       0
 1.2514,       3
 1.2640,       1
 1.2766,       3
 1.2892,       2
 1.3018,       5
 1.3143,       6
 1.3269,       2
 1.3395,       6
 1.3521,       2
 1.3647,       3
 1.3773,       2
 1.3899,       2
 1.4025,       5
 1.4151,       5
 1.4277,       4
 1.4403,       6
 1.4529,       1
 1.4655,       3
 1.4781,       4
 1.4907,       1
 1.5033,       5
 1.5159,       4
 1.5285,       6
 1.5411,       1
 1.5537,       4
 1.5663,       6
 1.5788,       2
 1.5914,       2
 1.6040,       2
 1.6166,       2
 1.6292,       6
 1.6418,       6
 1.6544,       1
 1.6670,       3
 1.6796,       2
 1.6922,       2
 1.7048,       1
 1.7174,       3
 1.7300,       2
 1.7426,       5
 1.7552,       6
 1.7678,       3
 1.7804,       1
 1.7930,       1
 1.8056,       2
 1.8182,       0
 1.8308,       5
 1.8433,       2
 1.8559,       2
 1.8685,       1
 1.8811,       3
 1.8937,       4
 1.9063,       7
 1.9189,       3
 1.9315,       1
 1.9441,       4
 1.9567,       3
 1.9693,       5
 1.9819,       2
 1.9945,       3
 2.0071,       2
 2.0197,       4
 2.0323,       3
 2.0449,       4
 2.0575,       2
 2.0701,       4
 2.0827,       1
 2.0953,       6
 2.1078,       3
 2.1204,       3
 2.1330,       5
 2.1456,       4
 2.1582,       2
 2.1708,       1
 2.1834,       4
 2.1960,       4
 2.2086,       0
 2.2212,       4
 2.2338,       1
 2.2464,       5
 2.2590,       3
 2.2716,       1
 2.2842,       2
 2.2968,       4
 2.3094,       6
 2.3220,       3
 2.3346,       3
 2.3472,       6
 2.3598,       4
 2.3723,       3
 2.3849,       2
 2.3975,       8
 2.4101,       3
 2.4227,       5
 2.4353,       5
 2.4479,       8
 2.4605,       5
 2.4731,       3
 2.4857,       3
 2.4983,       1
 2.5109,       2
 2.5235,       4
 2.5361,       5
 2.5487,       3
 2.5613,       7
 2.5739,       5
 2.5865,       5
 2.5991,       8
 2.6117,      14
 2.6243,      11
 2.6369,       8
 2.6494,       5
 2.6620,       1
 2.6746,       8
 2.6872,       3
 2.6998,       1
 2.7124,       6
 2.7250,       1
 2.7376,       2
 2.7502,       5
 2.7628,       2
 2.7754,       3
 2.7880,       3
 2.8006,       4
 2.8132,       1
 2.8258,       5
 2.8384,       2
 2.8510,       4
 2.8636,       3
 2.8762,       5
 2.8888,       1
 2.9014,       3
 2.9139,       3
 2.9265,       5
 2.9391,       7
 2.9517,       7
 2.9643,       7
 2.9769,       7
 2.9895,       3
 3.0021,       3
 3.0147,       4
 3.0273,       2
 3.0399,       4
 3.0525,       5
 3.0651,       4
 3.0777,       1
 3.0903,       1
 3.1029,       3
 3.1155,       6
 3.1281,       6
 3.1407,       2
 3.1533,       4
 3.1659,       2
 3.1784,       2
 3.1910,       3
 3.2036,       2
 3.2162,       4
 3.2288,       2
 3.2414,       4
 3.2540,       4
 3.2666,       2
 3.2792,       1
 3.2918,       2
 3.3044,       7
 3.3170,       5
 3.3296,       6
 3.3422,       4
 3.3548,       5
 3.3674,       6
 3.3800,       5
 3.3926,      16
 3.4052,       4
 3.4178,      15
 3.4304,       6
 3.4429,      11
 3.4555,       7
 3.4681,      12
 3.4807,       4
 3.4933,       4
 3.5059,       3
 3.5185,       7
 3.5311,       2
 3.5437,       3
 3.5563,      11
 3.5689,       4
 3.5815,       7
 3.5941,       6
 3.6067,       6
 3.6193,       7
 3.6319,      10
 3.6445,       5
 3.6571,      11
